"Item Group Code","Item Group","Item Code","Item","Factor","HS Code","HS07 Code","HS12 Code","CPC Code"
"1882","Agricult.Products, Total","631","Waters,ice etc","1","","220110, 220190","220110, 220190","17400"
"1882","Agricult.Products, Total","1296","Waxes vegetable","1","","152110","152110","21931"
"1882","Agricult.Products, Total","15","Wheat","1","","100110, 100190","100111, 100119, 100191, 100199","0111"
"1882","Agricult.Products, Total","905","Whey, cheese","1","","040610","040610","22251.03"
"1882","Agricult.Products, Total","890","Whey, condensed","1","","040410","040410","22130.03"
"1882","Agricult.Products, Total","900","Whey, dry","1","","040410","040410","22130.02"
"1882","Agricult.Products, Total","903","Whey, fresh","1","","040410","040410","22130.01"
"1882","Agricult.Products, Total","564","Wine","1","","220410, 220421, 220429","220410, 220421, 220429","24212.02"
"1882","Agricult.Products, Total","988","Wool, degreased","1","","510121, 510129, 510130","510121, 510129, 510130","26130"
"1882","Agricult.Products, Total","987","Wool, greasy","1","","510111, 510119","510111, 510119","02941"
"1882","Agricult.Products, Total","1009","Wool, hair waste","1","","510310, 510320, 510330","510310, 510320, 510330","F1009"
"1882","Agricult.Products, Total","1007","Wool, shoddy","1","","510400","510400","39213"
"1882","Agricult.Products, Total","137","Yams","1","","071490","071430","01540"
"1882","Agricult.Products, Total","135","Yautia (cocoyam)","1","","071490","071450","01591"
"1882","Agricult.Products, Total","891","Yoghurt","1","","040310","040310","22230.01"
"1882","Agricult.Products, Total","892","Yoghurt, concentrated or not","1","","040310","040310","22230.02"
"1904","Animal fats","1129","Fat, camels","1","","150600","150600","21519.02"
"1904","Animal fats","869","Fat, cattle","1","","150200","150290","21512"
"1904","Animal fats","871","Fat, cattle butcher","1","","150200","150290","21512.01"
"1904","Animal fats","1040","Fat, pig butcher","1","","020900","020910","21511.02"
"1904","Animal fats","1037","Fat, pigs","1","","020900","020910","21511.01"
"1904","Animal fats","1065","Fat, poultry","1","","020900","020990","21511.03"
"1904","Animal fats","979","Fat, sheep","1","","150200","150290","21514"
"1904","Animal fats","994","Grease incl. lanolin wool","1","","150500","150500","F0994"
"1904","Animal fats","1221","Lard stearine oil","1","","150300","150300","21529.02"
"1904","Animal fats","1168","Oils, fats of animal nes","1","","150600","150600","21529.03"
"1904","Animal fats","1225","Tallow","1","","150200","150210","21523"
"1976","Animal Oil+Fat+Grs","1129","Fat, camels","1","","150600","150600","21519.02"
"1976","Animal Oil+Fat+Grs","869","Fat, cattle","1","","150200","150290","21512"
"1976","Animal Oil+Fat+Grs","871","Fat, cattle butcher","1","","150200","150290","21512.01"
"1976","Animal Oil+Fat+Grs","1040","Fat, pig butcher","1","","020900","020910","21511.02"
"1976","Animal Oil+Fat+Grs","1037","Fat, pigs","1","","020900","020910","21511.01"
"1976","Animal Oil+Fat+Grs","1065","Fat, poultry","1","","020900","020990","21511.03"
"1976","Animal Oil+Fat+Grs","979","Fat, sheep","1","","150200","150290","21514"
"1976","Animal Oil+Fat+Grs","994","Grease incl. lanolin wool","1","","150500","150500","F0994"
"1976","Animal Oil+Fat+Grs","1221","Lard stearine oil","1","","150300","150300","21529.02"
"1976","Animal Oil+Fat+Grs","1168","Oils, fats of animal nes","1","","150600","150600","21529.03"
"1976","Animal Oil+Fat+Grs","1225","Tallow","1","","150200","150210","21523"
"1903","Animal Vegetable Oil","1183","Beeswax","1","","152190","152190","02960.01"
"1903","Animal Vegetable Oil","264","Butter of karite nuts","1","","151590","151590","21691.03"
"1903","Animal Vegetable Oil","1222","Degras","1","","152200","152200","21932.01"
"1903","Animal Vegetable Oil","1129","Fat, camels","1","","150600","150600","21519.02"
"1903","Animal Vegetable Oil","869","Fat, cattle","1","","150200","150290","21512"
"1903","Animal Vegetable Oil","871","Fat, cattle butcher","1","","150200","150290","21512.01"
"1903","Animal Vegetable Oil","1040","Fat, pig butcher","1","","020900","020910","21511.02"
"1903","Animal Vegetable Oil","1037","Fat, pigs","1","","020900","020910","21511.01"
"1903","Animal Vegetable Oil","1065","Fat, poultry","1","","020900","020990","21511.03"
"1903","Animal Vegetable Oil","979","Fat, sheep","1","","150200","150290","21514"
"1903","Animal Vegetable Oil","1276","Fatty acids","1","","382311, 382312, 382313, 382319","382311, 382312, 382313, 382319","34120"
"1903","Animal Vegetable Oil","1277","Fatty substance residues","1","","152200","152200","21932.02"
"1903","Animal Vegetable Oil","994","Grease incl. lanolin wool","1","","150500","150500","F0994"
"1903","Animal Vegetable Oil","1221","Lard stearine oil","1","","150300","150300","21529.02"
"1903","Animal Vegetable Oil","1274","Oil, boiled etc","1","","151800","151800","34550"
"1903","Animal Vegetable Oil","266","Oil, castor beans","1","","151530","151530","21691.04"
"1903","Animal Vegetable Oil","252","Oil, coconut (copra)","1","","151311, 151319","151311, 151319","2166"
"1903","Animal Vegetable Oil","331","Oil, cottonseed","1","","151221, 151229","151221, 151229","2168"
"1903","Animal Vegetable Oil","244","Oil, groundnut","1","","150810, 150890","150810, 150890","2162"
"1903","Animal Vegetable Oil","1275","Oil, hydrogenated","1","","151610, 151620","151610, 151620","F1275"
"1903","Animal Vegetable Oil","278","Oil, jojoba","1","","151590","151590","21691.06"
"1903","Animal Vegetable Oil","313","Oil, kapok","1","","151590","151590","21691.11"
"1903","Animal Vegetable Oil","334","Oil, linseed","1","","151511, 151519","151511, 151519","21691.12"
"1903","Animal Vegetable Oil","60","Oil, maize","1","","151521, 151529","151521, 151529","21691.02"
"1903","Animal Vegetable Oil","293","Oil, mustard","1","","151491, 151499","151491, 151499","21641.02"
"1903","Animal Vegetable Oil","274","Oil, olive residues","1","","151000","151000","21673"
"1903","Animal Vegetable Oil","261","Oil, olive, virgin","1","","150910","150910","2167"
"1903","Animal Vegetable Oil","257","Oil, palm","1","","151110, 151190","151110, 151190","2165"
"1903","Animal Vegetable Oil","258","Oil, palm kernel","1","","151321, 151329","151321, 151329","21691.14"
"1903","Animal Vegetable Oil","297","Oil, poppy","1","","151590","151590","21691.08"
"1903","Animal Vegetable Oil","271","Oil, rapeseed","1","","151411, 151419, 151491, 151499","151411, 151419, 151491, 151499","21641.01"
"1903","Animal Vegetable Oil","36","Oil, rice bran","1","","151590","151590","21691.01"
"1903","Animal Vegetable Oil","281","Oil, safflower","1","","151211, 151219","151211, 151219","21631.02"
"1903","Animal Vegetable Oil","290","Oil, sesame","1","","151550","151550","21691.07"
"1903","Animal Vegetable Oil","237","Oil, soybean","1","","150710, 150790","150710, 150790","2161"
"1903","Animal Vegetable Oil","268","Oil, sunflower","1","","151211, 151219","151211, 151219","21631.01"
"1903","Animal Vegetable Oil","276","Oil, tung nuts","1","","151590","151590","21691.05"
"1903","Animal Vegetable Oil","340","Oil, vegetable origin nes","1","","150990, 151590","150990, 151590","21691.90"
"1903","Animal Vegetable Oil","1168","Oils, fats of animal nes","1","","150600","150600","21529.03"
"1903","Animal Vegetable Oil","1295","Spermaceti","1","","152190","152190","02960.02"
"1903","Animal Vegetable Oil","1225","Tallow","1","","150200","150210","21523"
"1903","Animal Vegetable Oil","306","Vegetable tallow","1","","151590","151590","21691.09"
"1903","Animal Vegetable Oil","1296","Waxes vegetable","1","","152110","152110","21931"
"1951","Bananas and plantains","486","Bananas","1","","080300","080390","01312"
"1951","Bananas and plantains","489","Plantains and others","1","","080300","080310","01313"
"1967","Beer","51","Beer of barley","1","","220300","220300","24310.01"
"1967","Beer","86","Beer of sorghum","1","","220300","220300","24310.04"
"1895","Beverages","51","Beer of barley","1","","220300","220300","24310.01"
"1895","Beverages","86","Beer of sorghum","1","","220300","220300","24310.04"
"1895","Beverages","634","Beverages, distilled alcoholic","1","","220820, 220830, 220840, 220850, 220860, 220870, 220890","220820, 220830, 220840, 220850, 220860, 220870, 220890","2413"
"1895","Beverages","39","Beverages, fermented rice","1","","220600","220600","24230.02"
"1895","Beverages","633","Beverages, non alcoholic","1","","220210, 220290","220210, 220290","24490"
"1895","Beverages","517","Cider etc","1","","220600","220600","24230.03"
"1895","Beverages","563","Grapes, must","1","","220421, 220429, 220430","220421, 220429, 220430","24212.01"
"1895","Beverages","565","Vermouths & similar","1","","220510, 220590","220510, 220590","24220"
"1895","Beverages","631","Waters,ice etc","1","","220110, 220190","220110, 220190","17400"
"1895","Beverages","564","Wine","1","","220410, 220421, 220429","220410, 220421, 220429","24212.02"
"1894","Beverages+Tobacco","51","Beer of barley","1","","220300","220300","24310.01"
"1894","Beverages+Tobacco","86","Beer of sorghum","1","","220300","220300","24310.04"
"1894","Beverages+Tobacco","634","Beverages, distilled alcoholic","1","","220820, 220830, 220840, 220850, 220860, 220870, 220890","220820, 220830, 220840, 220850, 220860, 220870, 220890","2413"
"1894","Beverages+Tobacco","39","Beverages, fermented rice","1","","220600","220600","24230.02"
"1894","Beverages+Tobacco","633","Beverages, non alcoholic","1","","220210, 220290","220210, 220290","24490"
"1894","Beverages+Tobacco","517","Cider etc","1","","220600","220600","24230.03"
"1894","Beverages+Tobacco","828","Cigarettes","1","","240220, 240290","240220, 240290","25020.01"
"1894","Beverages+Tobacco","829","Cigars, cheroots","1","","240210, 240290","240210, 240290","25020.02"
"1894","Beverages+Tobacco","563","Grapes, must","1","","220421, 220429, 220430","220421, 220429, 220430","24212.01"
"1894","Beverages+Tobacco","831","Tobacco products nes","1","","240310, 240391, 240399","240310, 240391, 240399","25090"
"1894","Beverages+Tobacco","826","Tobacco, unmanufactured","1","","240110, 240120, 240130","240110, 240120, 240130","01970"
"1894","Beverages+Tobacco","565","Vermouths & similar","1","","220510, 220590","220510, 220590","24220"
"1894","Beverages+Tobacco","631","Waters,ice etc","1","","220110, 220190","220110, 220190","17400"
"1894","Beverages+Tobacco","564","Wine","1","","220410, 220421, 220429","220410, 220421, 220429","24212.02"
"2071","Bovine Meat","874","Meat, beef and veal sausages","1","","160100","160100","21184.01"
"2071","Bovine Meat","872","Meat, beef, dried, salted, smoked","1","","021020","021020","21182"
"2071","Bovine Meat","875","Meat, beef, preparations","1","","160250","160250","F0875"
"2071","Bovine Meat","947","Meat, buffalo","1","","020110, 020120, 020130, 020210, 020220, 020230","020110, 020120, 020130, 020210, 020220, 020230","21112"
"2071","Bovine Meat","867","Meat, cattle","1","","020110, 020120, 020210, 020220","020110, 020120, 020210, 020220","21111.01"
"2071","Bovine Meat","870","Meat, cattle, boneless (beef & veal)","1","","020130, 020230","020130, 020230","21111.02"
"2071","Bovine Meat","873","Meat, extracts","1","","160300","160300","21185"
"2071","Bovine Meat","877","Meat, homogenized preparations","1","","160210","160210","23991.04"
"1938","Butter","983","Butter and ghee, sheep milk","1","","040510, 040520, 040590","040510, 040520, 040590","22249.01"
"1938","Butter","886","Butter, cow milk","1","","040510, 040520","040510, 040520","22241.01"
"1938","Butter","953","Ghee, buffalo milk","1","","040590","040590","22242.02"
"1938","Butter","887","Ghee, butteroil of cow milk","1","","040590","040590","22241.02"
"1931","Canned Meat nes","1060","Fat, liver prepared (foie gras)","1","","160220","160220","21189.02"
"1931","Canned Meat nes","878","Liver prep.","1","","160220","160220","21189.01"
"1931","Canned Meat nes","1172","Meat nes, preparations","1","","160100, 160290","160100, 160290","F1172"
"1931","Canned Meat nes","874","Meat, beef and veal sausages","1","","160100","160100","21184.01"
"1931","Canned Meat nes","875","Meat, beef, preparations","1","","160250","160250","F0875"
"1931","Canned Meat nes","1061","Meat, chicken, canned","1","","160231, 160232, 160239","160231, 160232, 160239","F1061"
"1931","Canned Meat nes","873","Meat, extracts","1","","160300","160300","21185"
"1931","Canned Meat nes","877","Meat, homogenized preparations","1","","160210","160210","23991.04"
"1931","Canned Meat nes","1041","Meat, pig sausages","1","","160100","160100","21184.02"
"1931","Canned Meat nes","1042","Meat, pig, preparations","1","","160241, 160242, 160249","160241, 160242, 160249","F1042"
"1953","Cassava Equivalent","128","Cassava dried","1","","071410","071410","01520.02"
"1953","Cassava Equivalent","126","Flour, cassava","1","","110620","110620","23170.01"
"1953","Cassava Equivalent","129","Starch, cassava","1","","110814","110814","23220.06"
"1953","Cassava Equivalent","127","Tapioca, cassava","1","","190300","190300","23230.02"
"1944","Cereals","44","Barley","1","","100300","100310, 100390","0115"
"1944","Cereals","89","Buckwheat","1","","100810","100810","01192"
"1944","Cereals","101","Canary seed","1","","100830","100830","01195"
"1944","Cereals","108","Cereals nes","1","","100890","100890","01199.90"
"1944","Cereals","16","Flour, wheat","1","","110100, 110311, 110320","110100, 110311, 110320","23110"
"1944","Cereals","94","Fonio","1","","100890","100840","01193"
"1944","Cereals","103","Grain, mixed","1","","100890","100890","01199.02"
"1944","Cereals","56","Maize","1","","100510, 100590","100510, 100590","0112"
"1944","Cereals","79","Millet","1","","100820","100821, 100829","0118"
"1944","Cereals","75","Oats","1","","100400","100410, 100490","0117"
"1944","Cereals","68","Popcorn","1","","100510, 100590","100510, 100590",""
"1944","Cereals","92","Quinoa","1","","100890","100850","01194"
"1944","Cereals","32","Rice, broken","1","","100640","100640","23161.03"
"1944","Cereals","28","Rice, husked","1","","100620","100620","23162"
"1944","Cereals","31","Rice, milled","1","","100630","100630","23161.02"
"1944","Cereals","29","Rice, milled/husked","1","","100630","100630","23161.01"
"1944","Cereals","27","Rice, paddy","1","","100610","100610","0113"
"1944","Cereals","71","Rye","1","","100200","100210, 100290","0116"
"1944","Cereals","83","Sorghum","1","","100700","100710, 100790","0114"
"1944","Cereals","97","Triticale","1","","100890","100860","01191"
"1944","Cereals","15","Wheat","1","","100110, 100190","100111, 100119, 100191, 100199","0111"
"1888","Cereals and Preparations","44","Barley","1","","100300","100310, 100390","0115"
"1888","Cereals and Preparations","46","Barley, pearled","1","","110419, 110429","110419, 110429","23140.05"
"1888","Cereals and Preparations","45","Barley, pot","1","","110429","110429","23140.04"
"1888","Cereals and Preparations","20","Bread","1","","190510, 190540, 190590","190510, 190540, 190590","F0020"
"1888","Cereals and Preparations","89","Buckwheat","1","","100810","100810","01192"
"1888","Cereals and Preparations","21","Bulgur","1","","190430","190430","23140.02"
"1888","Cereals and Preparations","101","Canary seed","1","","100830","100830","01195"
"1888","Cereals and Preparations","113","Cereal preparations nes","1","","110419, 110423, 110429","110419, 110423, 110429","23140.08"
"1888","Cereals and Preparations","108","Cereals nes","1","","100890","100890","01199.90"
"1888","Cereals and Preparations","41","Cereals, breakfast","1","","190410, 190420, 190490","190410, 190420, 190490","23140.03"
"1888","Cereals and Preparations","48","Flour, barley and grits","1","","110290, 110319, 110320","110290, 110319, 110320","23120.02"
"1888","Cereals and Preparations","90","Flour, buckwheat","1","","110290, 110319, 110320","110290, 110319, 110320","23120.07"
"1888","Cereals and Preparations","111","Flour, cereals","1","","110290, 110319, 110320","110290, 110319, 110320","23120.90"
"1888","Cereals and Preparations","95","Flour, fonio","1","","110290, 110319, 110320","110290, 110319, 110320","23120.08"
"1888","Cereals and Preparations","58","Flour, maize","1","","110220, 110313, 110320","110220, 110313, 110320","23120.03"
"1888","Cereals and Preparations","80","Flour, millet","1","","110290, 110319, 110320","110290, 110319, 110320","23120.05"
"1888","Cereals and Preparations","104","Flour, mixed grain","1","","110290, 110319, 110320","110290, 110319, 110320","23120.10"
"1888","Cereals and Preparations","38","Flour, rice","1","","110290, 110319, 110320","110290, 110319, 110320","23120.01"
"1888","Cereals and Preparations","72","Flour, rye","1","","110210, 110319, 110320","110290, 110319, 110320","23120.04"
"1888","Cereals and Preparations","84","Flour, sorghum","1","","110290, 110319, 110320","110290, 110319, 110320","23120.06"
"1888","Cereals and Preparations","16","Flour, wheat","1","","110100, 110311, 110320","110100, 110311, 110320","23110"
"1888","Cereals and Preparations","94","Fonio","1","","100890","100840","01193"
"1888","Cereals and Preparations","115","Food preparations, flour, malt extract","1","","190190","190190","23999.02"
"1888","Cereals and Preparations","57","Germ, maize","1","","110430","110430","23140.06"
"1888","Cereals and Preparations","19","Germ, wheat","1","","110430","110430","23140.01"
"1888","Cereals and Preparations","103","Grain, mixed","1","","100890","100890","01199.02"
"1888","Cereals and Preparations","109","Infant food","1","","190110","190110","23991.01"
"1888","Cereals and Preparations","18","Macaroni","1","","190211, 190219","190211, 190219","23710"
"1888","Cereals and Preparations","56","Maize","1","","100510, 100590","100510, 100590","0112"
"1888","Cereals and Preparations","49","Malt","1","","110710, 110720","110710, 110720","24320"
"1888","Cereals and Preparations","50","Malt extract","1","","190190","190190","23999.01"
"1888","Cereals and Preparations","79","Millet","1","","100820","100821, 100829","0118"
"1888","Cereals and Preparations","114","Mixes and doughs","1","","190120","190120","23180"
"1888","Cereals and Preparations","75","Oats","1","","100400","100410, 100490","0117"
"1888","Cereals and Preparations","76","Oats rolled","1","","110412, 110422","110412, 110422","23140.07"
"1888","Cereals and Preparations","22","Pastry","1","","190520, 190531, 190532, 190540, 190590","190520, 190531, 190532, 190540, 190590","F0022"
"1888","Cereals and Preparations","68","Popcorn","1","","100510, 100590","100510, 100590",""
"1888","Cereals and Preparations","92","Quinoa","1","","100890","100850","01194"
"1888","Cereals and Preparations","32","Rice, broken","1","","100640","100640","23161.03"
"1888","Cereals and Preparations","28","Rice, husked","1","","100620","100620","23162"
"1888","Cereals and Preparations","31","Rice, milled","1","","100630","100630","23161.02"
"1888","Cereals and Preparations","29","Rice, milled/husked","1","","100630","100630","23161.01"
"1888","Cereals and Preparations","27","Rice, paddy","1","","100610","100610","0113"
"1888","Cereals and Preparations","71","Rye","1","","100200","100210, 100290","0116"
"1888","Cereals and Preparations","83","Sorghum","1","","100700","100710, 100790","0114"
"1888","Cereals and Preparations","97","Triticale","1","","100890","100860","01191"
"1888","Cereals and Preparations","110","Wafers","1","","190590","190590","23490.01"
"1888","Cereals and Preparations","15","Wheat","1","","100110, 100190","100111, 100119, 100191, 100199","0111"
"1948","Cereals nes","89","Buckwheat","1","","100810","100810","01192"
"1948","Cereals nes","101","Canary seed","1","","100830","100830","01195"
"1948","Cereals nes","108","Cereals nes","1","","100890","100890","01199.90"
"1948","Cereals nes","94","Fonio","1","","100890","100840","01193"
"1948","Cereals nes","103","Grain, mixed","1","","100890","100890","01199.02"
"1948","Cereals nes","79","Millet","1","","100820","100821, 100829","0118"
"1948","Cereals nes","92","Quinoa","1","","100890","100850","01194"
"1948","Cereals nes","83","Sorghum","1","","100700","100710, 100790","0114"
"1948","Cereals nes","97","Triticale","1","","100890","100860","01191"
"1939","Cheese and Curd","1021","Cheese, goat milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22254"
"1939","Cheese and Curd","907","Cheese, processed","1","","040630, 040690","040630, 040690","22251.04"
"1939","Cheese and Curd","984","Cheese, sheep milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22253"
"1939","Cheese and Curd","904","Cheese, skimmed cow milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.02"
"1939","Cheese and Curd","901","Cheese, whole cow milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.01"
"1939","Cheese and Curd","905","Whey, cheese","1","","040610","040610","22251.03"
"1956","Coffee Green+Roast","656","Coffee, green","1","","090111","090111","01610"
"1956","Coffee Green+Roast","660","Coffee, husks and skins","1","","090190","090190","39150.01"
"1956","Coffee Green+Roast","657","Coffee, roasted","1","","090112, 090121, 090122","090112, 090121, 090122","23911"
"1956","Coffee Green+Roast","658","Coffee, substitutes containing coffee","1","","090190","090190","23912.01"
"1891","Coffee+Tea+Cocoa+Sp","711","Anise, badian, fennel, coriander","1","","090910, 090920, 090930, 090940, 090950","090921, 090922, 090931, 090932, 090961, 090962","01654"
"1891","Coffee+Tea+Cocoa+Sp","689","Chillies and peppers, dry","1","","090420","090421, 090422","01652"
"1891","Coffee+Tea+Cocoa+Sp","666","Chocolate products nes","1","","180610, 180620, 180631, 180632, 180690","180610, 180620, 180631, 180632, 180690","F0666"
"1891","Coffee+Tea+Cocoa+Sp","693","Cinnamon (cannella)","1","","090611, 090619, 090620","090611, 090619, 090620","01655"
"1891","Coffee+Tea+Cocoa+Sp","698","Cloves","1","","090700","090710, 090720","01656"
"1891","Coffee+Tea+Cocoa+Sp","661","Cocoa, beans","1","","180100","180100","01640"
"1891","Coffee+Tea+Cocoa+Sp","664","Cocoa, butter","1","","180400","180400","23620"
"1891","Coffee+Tea+Cocoa+Sp","662","Cocoa, paste","1","","180310","180310","23610.01"
"1891","Coffee+Tea+Cocoa+Sp","665","Cocoa, powder & cake","1","","180320, 180500","180320, 180500","F0665"
"1891","Coffee+Tea+Cocoa+Sp","659","Coffee, extracts","1","","210111, 210112, 210130","210111, 210112, 210130","23912.02"
"1891","Coffee+Tea+Cocoa+Sp","656","Coffee, green","1","","090111","090111","01610"
"1891","Coffee+Tea+Cocoa+Sp","660","Coffee, husks and skins","1","","090190","090190","39150.01"
"1891","Coffee+Tea+Cocoa+Sp","657","Coffee, roasted","1","","090112, 090121, 090122","090112, 090121, 090122","23911"
"1891","Coffee+Tea+Cocoa+Sp","658","Coffee, substitutes containing coffee","1","","090190","090190","23912.01"
"1891","Coffee+Tea+Cocoa+Sp","720","Ginger","1","","091010","091011, 091012","01657"
"1891","Coffee+Tea+Cocoa+Sp","671","Maté","1","","090300","090300","01630"
"1891","Coffee+Tea+Cocoa+Sp","702","Nutmeg, mace and cardamoms","1","","090810, 090820, 090830","090811, 090812, 090821, 090822, 090831, 090832","01653"
"1891","Coffee+Tea+Cocoa+Sp","687","Pepper (piper spp.)","1","","090411, 090412","090411, 090412","01651"
"1891","Coffee+Tea+Cocoa+Sp","723","Spices nes","1","","091020, 091030, 091091, 091099","091020, 091030, 091091, 091099","01699"
"1891","Coffee+Tea+Cocoa+Sp","667","Tea","1","","090210, 090220, 090230, 090240","090210, 090220, 090230, 090240","01620"
"1891","Coffee+Tea+Cocoa+Sp","692","Vanilla","1","","090500","090510, 090520","01658"
"1897","Crude Materials -Ex2","800","Agave fibres nes","1","","530500","530500","01929.06"
"1897","Crude Materials -Ex2","782","Bastfibres, other","1","","530310, 530390","530310, 530390","01922.02"
"1897","Crude Materials -Ex2","265","Castor oil seed","1","","120799","120730","01447"
"1897","Crude Materials -Ex2","1187","Cocoons, unreelable & waste","1","","500300","500300","39211"
"1897","Crude Materials -Ex2","813","Coir","1","","530500","530500","01929.08"
"1897","Crude Materials -Ex2","251","Copra","1","","120300","120300","01492"
"1897","Crude Materials -Ex2","767","Cotton lint","1","","520100","520100","01921.02"
"1897","Crude Materials -Ex2","770","Cotton linter","1","","140420","140420","21800"
"1897","Crude Materials -Ex2","769","Cotton waste","1","","520210, 520291, 520299","520210, 520291, 520299","F0769"
"1897","Crude Materials -Ex2","768","Cotton, carded, combed","1","","520300","520300","26160"
"1897","Crude Materials -Ex2","329","Cottonseed","1","","120720","120721, 120729","0143"
"1897","Crude Materials -Ex2","1293","Crude materials","1","","050100, 050210, 050290, 050400, 050510, 050590, 050610, 050690, 050710, 050790, 050800, 051000, 051110, 051191, 051199, 060110, 060120, 060210, 060220, 060230, 060240, 060290, 060311, 060312, 060313, 060314, 060319, 060390, 060410, 060491, 060499, 121120, 121130, 121140, 121190, 121220, 130211, 130212, 130213, 130219, 130220, 130231, 130232, 130239, 140110, 140490","050100, 050210, 050290, 050400, 050510, 050590, 050610, 050690, 050710, 050790, 050800, 051000, 051110, 051191, 051199, 060110, 060120, 060210, 060220, 060230, 060240, 060290, 060311, 060312, 060313, 060314, 060315, 060319, 060390, 060420, 060490, 121120, 121130, 121140, 121190, 121221, 121229, 130211, 130212, 130213, 130219, 130220, 130231, 130232, 130239, 140110, 140490","F1293"
"1897","Crude Materials -Ex2","821","Fibre crops nes","1","","530500","530500","01929.90"
"1897","Crude Materials -Ex2","773","Flax fibre and tow","1","","530121, 530129","530121, 530129","26190.01"
"1897","Crude Materials -Ex2","771","Flax fibre raw","1","","530110","530110","01929.01"
"1897","Crude Materials -Ex2","774","Flax tow waste","1","","530130","530130","26190.02"
"1897","Crude Materials -Ex2","343","Flour, oilseeds","1","","120810, 120890","120810, 120890","21920"
"1897","Crude Materials -Ex2","243","Groundnuts, shelled","1","","120220","120242","21421"
"1897","Crude Materials -Ex2","242","Groundnuts, with shell","1","","120210, 120220","120230, 120241","0142"
"1897","Crude Materials -Ex2","839","Gums, natural","1","","400130","400130","03211"
"1897","Crude Materials -Ex2","1008","Hair, carded/combed","1","","510510, 510521, 510529, 510531, 510539, 510540","510510, 510521, 510529, 510531, 510539, 510540","26150.01"
"1897","Crude Materials -Ex2","1219","Hair, coarse nes","1","","510220","510220","02942.90"
"1897","Crude Materials -Ex2","1218","Hair, fine","1","","510219","510219","02943.02"
"1897","Crude Materials -Ex2","1031","Hair, goat, coarse","1","","510220","510220","02942.02"
"1897","Crude Materials -Ex2","1030","Hair, goat, fine","1","","510211, 510219","510211, 510219","02943.01"
"1897","Crude Materials -Ex2","1100","Hair, horse","1","","510220","510220","39110.01"
"1897","Crude Materials -Ex2","777","Hemp tow waste","1","","530210, 530290","530210, 530290","01929.02"
"1897","Crude Materials -Ex2","336","Hempseed","1","","120799","120799","01449.02"
"1897","Crude Materials -Ex2","1213","Hides and skins nes, fresh","1","","410320, 410390","410320, 410390","02959.91"
"1897","Crude Materials -Ex2","1216","Hides nes","1","","410320, 410390","410320, 410390","02959.99"
"1897","Crude Materials -Ex2","1215","Hides nes, dry salted","1","","410320, 410390","410320, 410390","02959.30"
"1897","Crude Materials -Ex2","959","Hides, buffalo, dry salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.09"
"1897","Crude Materials -Ex2","957","Hides, buffalo, fresh","1","","410120, 410150, 410190","410120, 410150, 410190","02951.03"
"1897","Crude Materials -Ex2","958","Hides, buffalo, wet salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.08"
"1897","Crude Materials -Ex2","1136","Hides, camel nes","1","","410390","410390","02959.08"
"1897","Crude Materials -Ex2","1134","Hides, camel, wet salted","1","","410390","410390","02959.06"
"1897","Crude Materials -Ex2","922","Hides, cattle nes","1","","410120, 410150, 410190","410120, 410150, 410190","02951.91"
"1897","Crude Materials -Ex2","921","Hides, cattle, dry salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.05"
"1897","Crude Materials -Ex2","919","Hides, cattle, fresh","1","","410120, 410150, 410190","410120, 410150, 410190","02951.01"
"1897","Crude Materials -Ex2","920","Hides, cattle, wet salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.04"
"1897","Crude Materials -Ex2","1105","Hides, horse nes","1","","410120, 410150, 410190","410120, 410150, 410190","02952.91"
"1897","Crude Materials -Ex2","1104","Hides, horse, dry salted","1","","410120, 410150, 410190","410120, 410150, 410190","02952.05"
"1897","Crude Materials -Ex2","1103","Hides, horse, wet salted","1","","410120, 410150, 410190","410120, 410150, 410190","02952.04"
"1897","Crude Materials -Ex2","1214","Hides, wet salted nes","1","","410320, 410390","410320, 410390","02959.20"
"1897","Crude Materials -Ex2","780","Jute","1","","530310, 530390","530310, 530390","01922.01"
"1897","Crude Materials -Ex2","778","Kapok fibre","1","","530500","530500","01929.03"
"1897","Crude Materials -Ex2","311","Kapokseed in shell","1","","120799","120799","01499.06"
"1897","Crude Materials -Ex2","312","Kapokseed shelled","1","","120799","120799","01499.07"
"1897","Crude Materials -Ex2","263","Karite nuts (sheanuts)","1","","120799","120799","01499.01"
"1897","Crude Materials -Ex2","1217","Leather used & waste","1","","411520","411520","F1217"
"1897","Crude Materials -Ex2","333","Linseed","1","","120400","120400","01441"
"1897","Crude Materials -Ex2","809","Manila fibre (abaca)","1","","530500","530500","01929.07"
"1897","Crude Materials -Ex2","292","Mustard seed","1","","120750","120750","01442"
"1897","Crude Materials -Ex2","339","Oilseeds nes","1","","120799","120799","01449.90"
"1897","Crude Materials -Ex2","256","Palm kernels","1","","120999","120999","01491.02"
"1897","Crude Materials -Ex2","296","Poppy seed","1","","120791","120791","01448"
